?û³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼??û	¶ÔÓ¦Îï¼?Ë÷??	¿í¶È	¸ß¶È	Ëµ?÷ÎÄ×Ö	Îå??Êô?Ô	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµ?·Å	½Å±¾?û(²ÎÊ?1)	¼¼ÄÜID£¨²ÎÊ?1£©	²ÎÊ?2(ÊÍ·¨Àà?Í)	²ÎÊ?3(ÊÇ·ñ¹?²¥)	²ÎÊ?4(ÊÇ·ñÓ?µÈ¼¶¸ÅÄî)	²ÎÊ?5(ÊÇ·ñ¿É·Å¿?½?À¸)	Target	ÎïÆ·×î´óµ?·ÅÖµ	?ªÇóµÈ¼¶ÏàÍ¬	?ªÇóÎå??ÏàÍ¬	?ªÇó??ÔËÏàÍ¬	?ªÇóMagicLevel1ÏàÍ¬	?ªÇóMagicLevel2ÏàÍ¬	?ªÇóMagicLevel3ÏàÍ¬	?ªÇóMagicLevel4ÏàÍ¬	?ªÇóMagicLevel5ÏàÍ¬	?ªÇóMagicLevel6ÏàÍ¬	µÀ¾ß¶îÍâ²ÎÊ?1	µÀ¾ß¶îÍâ²ÎÊ?2	µÀ¾ß¶îÍâ²ÎÊ?3	µÀ¾ß¶îÍâ²ÎÊ?4	µÀ¾ß¶îÍâ²ÎÊ?5	µÀ¾ß¶îÍâ²ÎÊ?6
S¬ §? Giang Hå. QuyÓn 4	6	1	85	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"T©n thñ y?u quy?t, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\chutijianghu4.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
S¬ §? Giang Hå. QuyÓn 5	6	1	86	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"T©n thñ y?u quy?t, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\chutijianghu5.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­îng Thñ ChØ dÉn. QuyÓn 1	6	1	87	\spr\item\questkey\obj_item_lection01.spr	375	1	1	"T©n thñ y?u quy?t, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\shangshouzhiyin1.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­îng Thñ ChØ dÉn. QuyÓn 2	6	1	88	\spr\item\questkey\obj_item_lection01.spr	375	1	1	"T©n thñ y?u quy?t, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\shangshouzhiyin2.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­îng Thñ ChØ dÉn. QuyÓn 3	6	1	89	\spr\item\questkey\obj_item_lection01.spr	375	1	1	"T©n thñ y?u quy?t, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\shangshouzhiyin3.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­îng Thñ ChØ dÉn. QuyÓn 4	6	1	90	\spr\item\questkey\obj_item_lection01.spr	375	1	1	"T©n thñ y?u quy?t, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\shangshouzhiyin4.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­îng Thñ ChØ dÉn. QuyÓn 5	6	1	91	\spr\item\questkey\obj_item_lection01.spr	375	1	1	" T©n thñ y?u quy?t, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\shangshouzhiyin5.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­îng Thñ ChØ dÉn. QuyÓn 6	6	1	92	\spr\item\questkey\obj_item_lection01.spr	375	1	1	"T©n thñ y?u quy?t, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\shangshouzhiyin6.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­îng Thñ ChØ dÉn. QuyÓn 7	6	1	93	\spr\item\questkey\obj_item_lection01.spr	375	1	1	"T©n thñ y?u quy?t, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\shangshouzhiyin7.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
CÇm Qu¸i Phôc Ma phæ.QuyÓn 1	6	1	94	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Tu LuyÖn B¶o ®iÓn, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\qinguaifumopu1.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
CÇm Qu¸i Phôc Ma phæ. QuyÓn 2	6	1	95	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Tu LuyÖn B¶o ®iÓn, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\qinguaifumopu2.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
CÇm Qu¸i Phôc Ma phæ. QuyÓn 3	6	1	96	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Tu LuyÖn B¶o ®iÓn, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\qinguaifumopu3.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
CÇm Qu¸i Phôc Ma phæ. QuyÓn 4	6	1	97	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Tu LuyÖn B¶o ®iÓn, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\qinguaifumopu4.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
CÇm Qu¸i Phôc Ma phæ. QuyÓn 5	6	1	98	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Tu LuyÖn B¶o ®iÓn, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\qinguaifumopu5.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
CÇm Qu¸i Phôc Ma phæ. QuyÓn 6	6	1	99	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Tu LuyÖn B¶o ®iÓn, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\qinguaifumopu6.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
CÇm Qu¸i Phôc Ma phæ. QuyÓn 7	6	1	100	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Tu LuyÖn B¶o ®iÓn, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\qinguaifumopu7.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
CÇm Qu¸i Phôc Ma phæ. QuyÓn 8	6	1	101	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Tu LuyÖn B¶o ®iÓn, NhÊn chuét ph¶i ®Ó ®äc"		800	1	1	\script\item\qinguaifumopu8.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Vâ L©m MËt lôc Thiªn V­¬ng	6	1	102	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Vâ L©m B? Lôc - Thiªn V­¬ng, ghi l¹i kü n¨ng ch?nh y?u cña Thiªn V­¬ng."		800	1	1	\script\item\wulinmilu_tianwang.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Vâ L©m MËt lôc Thi?u L©m	6	1	103	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Vâ L©m B? Lôc - Thi?u L©m, ghi l¹i kü n¨ng ch?nh y?u cña Thiªn V­¬ng."		800	1	1	\script\item\wulinmilu_shaolin.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Vâ L©m MËt lôc §­êng M«n	6	1	104	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Vâ L©m B? Lôc - §­êng M«n, ghi l¹i kü n¨ng ch?nh y?u cña Thiªn V­¬ng."		800	1	1	\script\item\wulinmilu_tangmen.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Vâ L©m MËt lôc Ng? §éc	6	1	105	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Vâ L©m B? Lôc - Ng? §éc, ghi l¹i kü n¨ng ch?nh y?u cña Thiªn V­¬ng."		800	1	1	\script\item\wulinmilu_wudu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Vâ L©m MËt lôc Nga Mi	6	1	106	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Vâ L©m B? Lôc - Nga Mi, ghi l¹i kü n¨ng ch?nh y?u cña Thiªn V­¬ng."		800	1	1	\script\item\wulinmilu_emei.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Vâ L©m MËt lôc Thóy Yªn	6	1	107	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Vâ L©m B? Lôc - Thóy Yªn, ghi l¹i kü n¨ng ch?nh y?u cña Thiªn V­¬ng."		800	1	1	\script\item\wulinmilu_cuiyan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Vâ L©m MËt lôc C¸i Bang	6	1	108	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Vâ L©m B? Lôc - C¸i Bang, ghi l¹i kü n¨ng ch?nh y?u cña Thiªn V­¬ng."		800	1	1	\script\item\wulinmilu_gaibang.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Vâ L©m MËt lôc Thiªn NhÉn	6	1	109	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Vâ L©m B? Lôc - Thiªn NhÉn, ghi l¹i kü n¨ng ch?nh y?u cña Thiªn V­¬ng."		800	1	1	\script\item\wulinmilu_tianren.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Vâ L©m MËt lôc Vâ §ang	6	1	110	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Vâ L©m B? Lôc - Vâ §ang, ghi l¹i kü n¨ng ch?nh y?u cña Thiªn V­¬ng."		800	1	1	\script\item\wulinmilu_wudang.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Vâ L©m MËt lôc C«n L«n	6	1	111	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"Vâ L©m B? Lôc - C«n Lu©n, ghi l¹i kü n¨ng ch?nh y?u cña Thiªn V­¬ng."		800	1	1	\script\item\wulinmilu_kunlun.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Tiªn Th¶o hoµn	6	1	113	\spr\item\medecine\xiancaolu.spr	370	1	1	"Néi 1 giê, kinh nghiÖm luyÖn c«ng t¨ng 50% (t¸i sö dông v« hiÖu) "		5	1	1	\script\item\xiancaowan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
Nghiªn Ngäc hoµn	6	1	114	\spr\item\medecine\hulu.spr	370	1	1	"Néi 1 giê, hiÖu qu¶ kü n¨ng t¨ng 50% (t¸i sö dông v« hiÖu) "		5	1	1	\script\item\yanyuwan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
Yªn Hång ®an	6	1	115	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi 30 phót, sinh lùc t¨ng 50% (t¸i sö dông v« hiÖu) "		50	1	0	\script\item\yanhongdan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
X¸ Lam ®an	6	1	116	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi 30 phót, Néi lùc t¨ng 50% (t¸i sö dông v« hiÖu) "		50	1	0	\script\item\chalandan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
 Néi Phæ hoµn	6	1	117	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi 10 phót, s¸t th­¬ng vËt l? hÖ Néi c«ng t¨ng 100 ®iÓm (t¸i sö dông v« hiÖu) "		50	1	0	\script\item\neipuwan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
 Néi §éc hoµn	6	1	118	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi 10 phót, s¸t th­¬ng §éc hÖ Néi c«ng t¨ng 50 ®iÓm (t¸i sö dông v« hiÖu) "		50	1	0	\script\item\neiduwan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
 Néi B¨ng hoµn	6	1	119	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi 10 phót, B¨ng s¸t hÖ Néi c«ng t¨ng 100 ®iÓm (t¸i sö dông v« hiÖu) "		50	1	0	\script\item\neibingwan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
 Néi Háa hoµn	6	1	120	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi 10 phót, Ho¶ s¸t hÖ Néi c«ng t¨ng 100 ®iÓm (t¸i sö dông v« hiÖu) "		50	1	0	\script\item\neihuowan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
 Néi §iÖn hoµn	6	1	121	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi 10 phót, L«i s¸t hÖ Néi c«ng t¨ng 100 ®iÓm (t¸i sö dông v« hiÖu) "		50	1	0	\script\item\neidianwan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
Phóc Duyªn Lé (TiÓu) 	6	1	122	\spr\item\medecine\fuyuanlu_small.spr	370	1	1	Sö dông sÏ t¨ng 10 ®iÓm Phóc duyªn		5	1	0	\script\item\fuyuanlu_small.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
Phóc Duyªn Lé (Trung) 	6	1	123	\spr\item\medecine\fuyuanlu_middle.spr	370	1	1	Sö dông sÏ t¨ng 20 ®iÓm Phóc duyªn		5	1	0	\script\item\fuyuanlu_middle.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
Phóc Duyªn Lé (§¹i) 	6	1	124	\spr\item\medecine\fuyuanlu_big.spr	370	1	1	Sö dông sÏ t¨ng 50 ®iÓm Phóc duyªn		5	1	0	\script\item\fuyuanlu_big.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
Qu? Hoa Töu	6	1	125	\spr\item\medecine\zq_icon_004.spr	376	1	1	"Néi 30 phót, m×nh cïng ®ång ®éi t¨ng 20 ®iÓm May m¾n."		800	1	0	\script\item\ghj.lua	450	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
B¸nh Trung thu	6	1	126	\spr\item\medecine\zq_icon_003.spr	377	1	1	"Néi 30 phót, m×nh cïng ®ång ®éi t¨ng gÊp ®«i kinh nghiÖm"		800	1	0	\script\item\tyb.lua	451	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Phông NguyÖt Qu¶ Dung	6	1	127	\spr\item\medecine\zq_icon_001.spr	377	1	1	"T¨ng 1 ®iÓm kü n¨ng, ®¼ng cÊp yªu cÇu: 80. Mçi ng­êi chØ ®­îc ¨n 2 c¸i"		800	1	0	\script\item\zhongqiu\·îÔÂ¹ûÈØ.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Cèng NguyÖt Phï Dung	6	1	128	\spr\item\medecine\zq_icon_002.spr	377	1	1	"T¨ng 5 ®iÓm ti?m n¨ng, ®¼ng cÊp yªu cÇu: 80. Mçi ng­êi chØ ®­îc ¨n 30 c¸i"		800	1	0	\script\item\zhongqiu\¹±ÔÂÜ½ÈØ.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
V? sè may m¾n	6	1	129	\spr\obj\item\huangjincaipiao.spr	38	1	1	C? thÓ ®æi ®­îc trang b? Hoµng Kim		0	1	0	\script\item\lottery_gold.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§¹i B¹ch C©u hoµn	6	1	130	\spr\item\medecine\baijuwan.spr	19	1	1	"Mét viªn ®¹i b¹ch c©u hoµn, sau khi sö dông thu ®­îc 8 ti?ng ñy th¸c rêi m¹ng. <enter> NhËn ®­îc kinh nghiÖm gÊp 1.5 lÇn b¹ch c©u hoµn th­êng (cÊp 130 thu ®­îc kinh nghiÖm gÊp 2.5 lÇn b¹ch c©u hoµn th­êng)"		5	1	0	\script\item\dabaijuwan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0						
Tói th­ cña Long Ng? 	6	1	131	\spr\item\obj_item_jixiang.spr	347	1	1	"Tói v¶i cña Long Ng?, bªn trong c? chø vµi bøc mËt hµm, nhÊp chuét ph¶i ®Ó më."		0	1	0	\script\item\pack.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­ Long Ng? göi cho Ch¸nh ph¸i	6	1	132	\spr\item\questkey\taskobj075.spr	41	1	1	NhÊn chuét ph¶i ®Ó më 		0	1	0	\script\item\letter.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­ Long Ng? göi cho Trung lËp 	6	1	133	\spr\item\questkey\taskobj090.spr	41	1	1	NhÊn chuét ph¶i ®Ó më 		0	1	0	\script\item\letter1.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­ Long Ng? göi cho Tµ ph¸i	6	1	134	\spr\item\questkey\taskobj091.spr	41	1	1	NhÊn chuét ph¶i ®Ó më 		0	1	0	\script\item\letter2.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
ThiÖp Chóc Phóc	6	1	135	\spr\item\questkey\card_zfk.spr	38	1	1	NhÊn chuét ph¶i ®Ó më 		50	1	0	\script\item\card_zfk.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
ThiÖp Bang Ph¸i 	6	1	136	\spr\item\questkey\card_bpk.spr	38	1	1	NhÊn chuét ph¶i ®Ó më 		50	1	0	\script\item\card_bpk.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
ThiÖp Sinh nhËt 	6	1	137	\spr\item\questkey\card_srk.spr	38	1	1	NhÊn chuét ph¶i ®Ó më 		50	1	0	\script\item\card_srk.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
ThiÖp Hoa Hång	6	1	138	\spr\item\questkey\card_mgk.spr	38	1	1	NhÊn chuét ph¶i ®Ó më 		50	1	0	\script\item\card_mgk.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
ThiÖp Gi¸ng Sinh	6	1	139	\spr\item\questkey\card_sdk.spr	38	1	1	NhÊn chuét ph¶i ®Ó më 		50	1	0	\script\item\card_sdk.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
ThiÖp N¨m míi	6	1	140	\spr\item\questkey\card_xnk.spr	38	1	1	NhÊn chuét ph¶i ®Ó më 		50	1	0	\script\item\card_xnk.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
ThiÖp Vui vÎ 	6	1	141	\spr\item\questkey\card_all.spr	38	1	1	Bªn trong chøa 5 ThiÖp  kh¸c 		50	1	0	\script\item\card_all.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
H¹t may m¾n b? h­ 	6	1	142	\spr\item\questkey\seed_lucky.spr	380	1	1	H¹t nµy kh«ng thÓ ®em trång ®­îc n÷a		50	1	0	\script\item\seed_lucky1.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
H¹t Hoa Hång b? h­ 	6	1	143	\spr\item\questkey\seed_rose.spr	380	1	1	H¹t nµy kh«ng thÓ ®em trång ®­îc n÷a		50	1	0	\script\item\seed_rose1.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
H¹t Thñy Tinh b? h­ 	6	1	144	\spr\item\questkey\seed_crystal.spr	380	1	1	H¹t nµy kh«ng thÓ ®em trång ®­îc n÷a		50	1	0	\script\item\seed_crystal1.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
H¹t Hoµng Kim b? h­ 	6	1	145	\spr\item\questkey\seed_gold.spr	380	1	1	H¹t nµy kh«ng thÓ ®em trång ®­îc n÷a		50	1	0	\script\item\seed_gold1.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
LÔ vËt Gi¸ng Sinh 	6	1	146	\spr\item\script\item_chrismasbox.spr	377	1	1	NhÊn chuét ph¶i vµo sÏ nhËn ®­îc quµ cña «ng giµ N«el		2000	1	0	\script\item\chrismasbox.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Huy?n Tinh Kho¸ng Th¹ch 	6	1	147	\spr\item\script\item_xuanjingkuangshi.spr	425	1	1	"Lµ 1 trong nh÷ng vËt liÖu quan träng ®Ó k?ch ho¹t trang b? mµu xanh, kh¶m n¹m, ch? t¹o Trang b? Huy?n Tinhvµ trang b? Hoµng Kim."		2000	1	1	\script\item\xuanjing_kuangshi.lua	0	1	1	1	0		50	1	0	0	0	0	0	0	0	0						
LÔ vËt Hoa Hång	6	1	148	\spr\item\script\item_chrismasbox.spr	377	1	1	NhÊn chuét ph¶i vµo sÏ nhËn ®­îc quµ dµnh cho nh÷ng ®«i t×nh l÷ 		2000	1	0	\script\item\rosebox.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Huy?n Thi?t Nguyªn Kho¸ng	6	1	149	\spr\item\script\item_xuantiekuang.spr	425	1	1	"<color=yellow>Mét lo¹i <color=yellow>Kho¸ng th¹ch c? thuéc t?nh<color>, c? thÓ lµm thay ®æi <color=yellow>thuéc t?nh hiÖn 1<color> trªn trang b? (NhÊn chuét ph¶i xem chi ti?t) "		2000	1	1	\script\item\primitive_ore.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Khæng T­íc Nguyªn Th¹ch 	6	1	150	\spr\item\script\item_kongqueshi.spr	425	1	1	"<color=yellow>Mét lo¹i <color=yellow>Kho¸ng th¹ch c? thuéc t?nh<color>, c? thÓ lµm thay ®æi <color=yellow>thuéc t?nh Èn 1<color> trªn trang b? cïng Ng? hµnh (NhÊn chuét ph¶i xem chi ti?t) "		2000	1	1	\script\item\primitive_ore.lua	0	1	1	0	0		50	0	1	0	0	0	0	0	0	0						
MËt Ng©n Nguyªn Kho¸ng	6	1	151	\spr\item\script\item_miyinkuang.spr	425	1	1	"<color=yellow>Mét lo¹i <color=yellow>Kho¸ng th¹ch c? thuéc t?nh<color>, c? thÓ lµm thay ®æi <color=yellow> thuéc t?nh hiÖn 2<color> trªn trang b? (NhÊn chuét ph¶i xem chi ti?t) "		2000	1	1	\script\item\primitive_ore.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Phï Dung Nguyªn Th¹ch 	6	1	152	\spr\item\script\item_furongshi.spr	425	1	1	"<color=yellow>Mét lo¹i <color=yellow>Kho¸ng th¹ch c? thuéc t?nh<color>, c? thÓ lµm thay ®æi <color=yellow>thuéc t?nh Èn 2<color> trªn trang b? cïng Ng? hµnh (NhÊn chuét ph¶i xem chi ti?t) "		2000	1	1	\script\item\primitive_ore.lua	0	1	1	0	0		50	0	1	0	0	0	0	0	0	0						
Chu Sa Nguyªn Kho¸ng	6	1	153	\spr\item\script\item_zhushakuang.spr	425	1	1	"<color=yellow>Mét lo¹i <color=yellow>Kho¸ng th¹ch c? thuéc t?nh<color>, c? thÓ lµm thay ®æi <color=yellow>thuéc t?nh hiÖn 3<color> trªn trang b? (NhÊn chuét ph¶i xem chi ti?t) "		2000	1	1	\script\item\primitive_ore.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Chung Nh? Nguyªn Th¹ch 	6	1	154	\spr\item\script\item_zhongrushi.spr	425	1	1	"<color=yellow>Mét lo¹i <color=yellow>Kho¸ng th¹ch c? thuéc t?nh<color>, c? thÓ lµm thay ®æi <color=yellow>thuéc t?nh Èn 3<color> trªn trang b? cïng Ng? hµnh (NhÊn chuét ph¶i xem chi ti?t) "		2000	1	1	\script\item\primitive_ore.lua	0	1	1	0	0		50	0	1	0	0	0	0	0	0	0						
Tèng Kim Chiªu th­ 	6	1	155	\spr\item\songjin\rescript.spr	383	1	1	C? thÓ tù lùa chän khu vùc ®Ó ®?n b¸o danh		100	1	0	\script\item\battles\rescript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Chi?n cæ 	6	1	156	\spr\item\songjin\wardrum.spr	384	1	1	"Néi trong 3 phót, ®ång ®éi xung quanh t¨ng 30% Sinh lùc+ Phßng thñ "		100	1	1	\script\item\battles\wardrum.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0						
LÖnh Bµi	6	1	157	\spr\item\songjin\token.spr	385	1	1	"Néi trong 3 phót, ®ång ®éi xung quanh t¨ng 30% di chuyÓn, xuÊt chiªu t¨ng 50%."		100	1	1	\script\item\battles\token.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0						
Binh SÜ hiÖu phï 	6	1	158	\spr\item\songjin\clarion.spr	386	1	1	Gäi thªm 2 NPC hç trî chi?n ®Êu		100	1	1	\script\item\battles\clarion.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0						
Cê hiÖu 	6	1	159	\spr\item\songjin\warflag.spr	387	1	1	"Sau khi chuyÓn So¸i Kú ®?n môc tiªu, NhÊn chuét ph¶i vµo Cê hiÖu ®Ó hoµn thµnh nhiÖm vô "		100	1	1	\script\item\battles\useflagitem.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0						
Kim Chi Chi?n Hån 	6	1	160	\spr\item\questkey\003.spr	388	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\pneuma_jin.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Méc Chi Chi?n Hån 	6	1	161	\spr\item\questkey\003.spr	389	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\pneuma_mu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thñy Chi Chi?n Hån 	6	1	162	\spr\item\questkey\003.spr	390	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\pneuma_shui.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Háa Chi Chi?n Hån 	6	1	163	\spr\item\questkey\003.spr	391	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\pneuma_huo.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thæ Chi Chi?n Hån 	6	1	164	\spr\item\questkey\003.spr	392	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\pneuma_tu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Kim Chi Hé gi¸p  	6	1	165	\spr\item\questkey\003.spr	393	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\armor_jin.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Méc Chi Hé gi¸p  	6	1	166	\spr\item\questkey\003.spr	394	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\armor_mu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thñy Chi Hé gi¸p  	6	1	167	\spr\item\questkey\003.spr	395	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\armor_shui.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Háa Chi Hé gi¸p  	6	1	168	\spr\item\questkey\003.spr	396	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\armor_huo.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thæ Chi Hé gi¸p  	6	1	169	\spr\item\questkey\003.spr	397	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\armor_tu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Kim Chi Lîi NhËn	6	1	170	\spr\item\questkey\003.spr	398	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\weapon_jin.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Méc Chi Lîi NhËn	6	1	171	\spr\item\questkey\003.spr	399	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\weapon_mu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
